,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,missing_colname 16,missing_colname 17,missing_colname 18,missing_colname 19,missing_colname 20,Rank,Value,fullname,AGE
373,Ian,Rabat,Male,54,1975-08-04,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11.0,0.69,0.69,0.8625,0.8625,372,372,0.966875,Ian Rabat,42
375,Reginald,Jermy,Male,7,1960-09-12,Director of Sales,,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8.0,0.77,0.9625,0.9625,0.9625,375,375,0.96,Reginald Jermy,57
376,Link,Gorini,Male,60,1974-11-09,,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2.0,0.85,0.85,0.85,0.85,375,375,0.96,Link Gorini,43
377,Harriet,Brattan,Female,81,1986-12-03,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1.0,1.06,1.06,1.325,1.325,378,378,0.95625,Harriet Brattan,31
378,Sada,Branton,Female,34,1974-06-24,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6.0,0.78,0.78,0.78,0.78,378,378,0.95625,Sada Branton,43
379,Jenelle,Mc-Kerley,Female,40,1942-01-23,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5.0,0.7,0.875,0.875,0.74375,378,378,0.95625,Jenelle Mc-Kerley,75
380,Gabrila,Toopin,Female,7,1963-01-14,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6.0,0.95,0.95,0.95,0.8075,378,378,0.95625,Gabrila Toopin,54
381,Almira,Mangion,Female,4,1996-01-24,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12.0,0.8,1.0,1.25,1.25,382,382,0.95,Almira Mangion,21
382,Arty,Strudwick,Male,85,1964-01-31,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10.0,0.79,0.9875,1.234375,1.04921875,382,382,0.95,Arty Strudwick,53
383,Alexa,Dillet,Female,65,1944-10-05,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7.0,0.57,0.57,0.57,0.57,382,382,0.95,Alexa Dillet,73
384,Palmer,Heaven,Male,82,1995-05-18,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6.0,0.41,0.5125,0.640625,0.640625,382,382,0.95,Palmer Heaven,22
385,Porter,Buckenhill,Male,46,1954-06-14,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7.0,0.61,0.7625,0.7625,0.7625,386,386,0.945625,Porter Buckenhill,63
386,Kizzee,Kemston,Female,11,1961-09-29,,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8.0,1.0,1.0,1.0,0.85,386,386,0.945625,Kizzee Kemston,56
387,Isadora,Ducker,Female,15,1973-08-25,Account Executive,,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5.0,1.06,1.325,1.325,1.325,386,386,0.945625,Isadora Ducker,44
388,Giffie,Offill,Male,51,1993-03-02,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3.0,0.92,0.92,0.92,0.92,386,386,0.945625,Giffie Offill,24
389,Fara,Sarath,Female,75,1948-06-30,Quality Control Specialist,,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7.0,0.59,0.59,0.59,0.5015,386,386,0.945625,Fara Sarath,69
390,Carolann,Raatz,Female,25,1979-02-26,Chief Design Engineer,,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6.0,0.85,0.85,0.85,0.85,386,386,0.945625,Carolann Raatz,38
391,Tamar,Windmill,Female,92,1939-08-28,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10.0,0.71,0.71,0.8875,0.8875,386,386,0.945625,Tamar Windmill,78
392,Kipp,Stockport,Male,36,1982-12-10,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11.0,0.59,0.7375,0.921875,0.78359375,386,386,0.945625,Kipp Stockport,35
393,Packston,Wackett,Male,10,1950-04-26,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9.0,0.89,0.89,1.1125,0.945625,386,386,0.945625,Packston Wackett,67
394,Hanson,Eastes,Male,74,1990-05-20,,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9.0,0.56,0.7,0.875,0.74375,395,395,0.94,Hanson Eastes,27
395,Demetria,Bausor,Female,73,1961-12-22,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12.0,0.55,0.6875,0.859375,0.73046875,396,396,0.9375,Demetria Bausor,56
396,Lura,Fawdrie,Female,66,2002-01-17,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3.0,0.7,0.875,0.875,0.74375,396,396,0.9375,Lura Fawdrie,15
397,Nora,Anselm,Female,84,1961-01-05,,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5.0,0.88,1.1,1.375,1.375,396,396,0.9375,Nora Anselm,56
398,Estevan,Eastment,Male,54,1942-08-09,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8.0,0.66,0.825,0.825,0.70125,396,396,0.9375,Estevan Eastment,75
399,Aloysius,Glowacz,Male,72,1979-03-24,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10.0,0.9,0.9,1.125,1.125,396,396,0.9375,Aloysius Glowacz,38
400,Bastien,Ibbeson,Male,53,1976-11-04,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5.0,0.8,0.8,0.8,0.68,401,401,0.935,Bastien Ibbeson,41
401,Otha,Langworthy,Female,91,1967-01-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10.0,0.98,1.225,1.53125,1.3015625,401,401,0.935,Otha Langworthy,50
402,Gannie,Bargh,Male,56,1955-02-13,Analyst Programmer,,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7.0,0.97,1.2125,1.2125,1.030625,401,401,0.935,Gannie Bargh,62
403,Dwayne,Doel,Male,80,1978-01-21,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11.0,0.44,0.55,0.6875,0.6875,401,401,0.935,Dwayne Doel,39
404,Leese,Huckleby,Female,67,1977-09-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7.0,0.54,0.675,0.675,0.675,405,405,0.93,Leese Huckleby,40
405,Dodi,Kiggel,Female,5,1980-08-15,,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11.0,0.45,0.5625,0.703125,0.59765625,405,405,0.93,Dodi Kiggel,37
406,Kippar,Brimilcome,Male,21,1938-11-29,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11.0,0.53,0.53,0.6625,0.563125,405,405,0.93,Kippar Brimilcome,79
407,Corinna,Beretta,Female,24,1996-02-29,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7.0,0.4,0.4,0.4,0.4,408,408,0.9296875,Corinna Beretta,21
408,Laurie,Odlin,Female,75,1983-03-08,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10.0,1.05,1.05,1.3125,1.3125,409,409,0.925,Laurie Odlin,34
409,Mair,Erett,Female,15,1957-12-05,Speech Pathologist,,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7.0,0.87,0.87,0.87,0.87,409,409,0.925,Mair Erett,60
410,Marcelia,Copins,Female,81,1946-03-15,,,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8.0,0.62,0.775,0.96875,0.8234375,409,409,0.925,Marcelia Copins,71
411,Tanner,Terlinden,Male,84,1995-12-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11.0,0.84,0.84,1.05,0.8925,409,409,0.925,Tanner Terlinden,22
412,Hilliard,Dullard,Male,65,1954-07-18,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8.0,0.46,0.46,0.46,0.391,409,409,0.925,Hilliard Dullard,63
413,Justinn,Haruard,Female,48,1958-08-28,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12.0,0.59,0.59,0.7375,0.7375,414,414,0.924375,Justinn Haruard,59
414,Wyn,Meach,Male,37,1938-09-10,,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9.0,0.85,0.85,1.0625,0.903125,415,415,0.921875,Wyn Meach,79
415,Art,Shardlow,Male,57,1963-10-15,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2.0,1.07,1.3375,1.3375,1.136875,415,415,0.921875,Art Shardlow,54
416,Dennis,Varnham,Male,57,1953-05-17,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3.0,0.95,0.95,0.95,0.95,415,415,0.921875,Dennis Varnham,64
417,Freddi,Litherborough,Female,46,1989-01-14,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3.0,1.0,1.0,1.0,0.85,418,418,0.918,Freddi Litherborough,28
418,Salomon,Perkins,Male,76,1998-01-12,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10.0,0.92,1.15,1.4375,1.4375,419,419,0.91640625,Salomon Perkins,19
419,Sherill,missing,Female,33,1991-12-18,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1.0,0.73,0.73,0.73,0.6205,420,420,0.91375,Sherill missing,26
420,Queenie,Learie,Female,90,1948-01-24,,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11.0,0.56,0.56,0.7,0.595,420,420,0.91375,Queenie Learie,69
421,Etan,Prinett,Male,97,1970-01-21,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8.0,0.6,0.75,0.9375,0.796875,420,420,0.91375,Etan Prinett,47
422,Donaugh,Benedict,Male,3,1991-12-01,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9.0,0.61,0.61,0.7625,0.648125,420,420,0.91375,Donaugh Benedict,26
423,Harwell,Kleinstein,Male,87,1993-10-18,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5.0,0.57,0.57,0.7125,0.7125,420,420,0.91375,Harwell Kleinstein,24
424,Cheston,Hritzko,Male,70,1945-11-08,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9.0,0.51,0.6375,0.796875,0.67734375,420,420,0.91375,Cheston Hritzko,72
425,Suzy,Trounson,Female,13,1947-07-19,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9.0,0.57,0.7125,0.890625,0.75703125,420,420,0.91375,Suzy Trounson,70
426,Jobie,Runacres,Female,96,1975-01-08,Developer IV,,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7.0,0.89,1.1125,1.390625,1.18203125,427,427,0.9125,Jobie Runacres,42
427,Guenna,Filisov,Female,52,1969-02-09,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9.0,0.64,0.64,0.8,0.8,427,427,0.9125,Guenna Filisov,48
428,Opal,Cleare,Female,6,1977-09-26,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9.0,0.88,1.1,1.375,1.375,429,429,0.91,Opal Cleare,40
429,Ottilie,Wanless,Female,51,1940-11-10,Environmental Specialist,,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4.0,0.87,0.87,0.87,0.87,430,430,0.9095,Ottilie Wanless,77
430,Kipper,Circuit,Male,23,1974-12-12,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8.0,0.61,0.7625,0.7625,0.648125,430,430,0.9095,Kipper Circuit,43
431,Marilin,Frome,Female,58,1975-12-22,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9.0,0.65,0.8125,1.015625,0.86328125,430,430,0.9095,Marilin Frome,42
432,Arel,Abramovitz,Male,72,1957-11-12,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4.0,0.62,0.62,0.62,0.527,433,433,0.90625,Arel Abramovitz,60
433,Kit,Easdon,Male,61,1978-10-26,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8.0,0.82,0.82,0.82,0.82,433,433,0.90625,Kit Easdon,39
435,Skipp,Swales,Male,15,1973-11-14,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7.0,0.5,0.625,0.625,0.625,436,436,0.903125,Skipp Swales,44
436,Frederich,Glantz,Male,37,1997-08-27,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8.0,0.72,0.9,0.9,0.9,436,436,0.903125,Frederich Glantz,20
437,Rodolph,Denniss,Male,28,1974-08-07,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2.0,1.06,1.325,1.325,1.325,436,436,0.903125,Rodolph Denniss,43
438,Craggie,Dering,Male,47,1952-10-05,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10.0,0.56,0.56,0.7,0.595,436,436,0.903125,Craggie Dering,65
440,Giralda,MacPeake,Female,59,1941-04-04,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1.0,0.9,1.125,1.125,1.125,441,441,0.901,Giralda MacPeake,76
441,Rodney,Trethewey,Male,16,1997-03-17,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8.0,0.44,0.44,0.44,0.44,441,441,0.901,Rodney Trethewey,20
442,Theresina,missing,Female,30,1987-03-01,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2.0,0.89,1.1125,1.1125,0.945625,441,441,0.901,Theresina missing,30
443,Gleda,Howerd,Female,59,1964-01-22,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2.0,0.63,0.63,0.63,0.5355,444,444,0.9,Gleda Howerd,53
444,Melany,Ladewig,Female,76,1972-05-17,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7.0,0.93,1.1625,1.1625,0.988125,444,444,0.9,Melany Ladewig,45
445,Claudell,Rounsefell,Male,67,1993-11-27,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5.0,0.73,0.73,0.73,0.73,444,444,0.9,Claudell Rounsefell,24
446,Garwin,Nurden,Male,54,1958-04-19,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11.0,0.6,0.75,0.9375,0.9375,444,444,0.9,Garwin Nurden,59
447,Bunny,Leebetter,Female,83,1966-04-30,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4.0,1.08,1.35,1.6875,1.6875,444,444,0.9,Bunny Leebetter,51
448,Matias,Melloi,Male,61,1977-02-03,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10.0,0.57,0.57,0.7125,0.7125,444,444,0.9,Matias Melloi,40
449,Sada,Dowyer,Female,47,1998-11-22,Human Resources Manager,,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10.0,0.57,0.7125,0.890625,0.890625,450,450,0.9,Sada Dowyer,19
450,Anet,Roseman,Female,84,1996-11-24,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4.0,0.99,0.99,1.2375,1.051875,450,450,0.9,Anet Roseman,21
451,Katie,Warhurst,Female,0,1991-12-02,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5.0,0.92,1.15,1.15,1.15,450,450,0.9,Katie Warhurst,26
452,Celia,Bryden,Female,12,1943-04-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9.0,0.96,0.96,1.2,1.2,450,450,0.9,Celia Bryden,74
453,Stearne,Trolley,Male,42,1982-02-01,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11.0,0.63,0.63,0.7875,0.7875,450,450,0.9,Stearne Trolley,35
454,Tristam,Larose,Male,70,1985-01-29,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11.0,0.59,0.59,0.7375,0.626875,455,455,0.8925,Tristam Larose,32
455,Laurena,missing,Female,21,1961-07-31,VP Sales,,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6.0,0.9,0.9,0.9,0.9,455,455,0.8925,Laurena missing,56
456,Heloise,Fairpool,Female,17,1976-09-07,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3.0,0.82,0.82,0.82,0.82,455,455,0.8925,Heloise Fairpool,41
457,Dory,Malpass,Female,19,1972-08-27,,,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8.0,0.46,0.575,0.575,0.575,455,455,0.8925,Dory Malpass,45
458,Marcellina,Baynton,Female,60,1947-03-11,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10.0,0.49,0.49,0.6125,0.520625,455,455,0.8925,Marcellina Baynton,70
459,Gregorius,Leal,Male,7,1951-04-29,,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12.0,0.51,0.6375,0.796875,0.796875,455,455,0.8925,Gregorius Leal,66
460,Deana,Canton,Female,67,1974-11-25,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3.0,0.85,1.0625,1.0625,0.903125,455,455,0.8925,Deana Canton,43
461,Kori,Sparsholt,Female,59,1940-05-19,Office Assistant II,,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9.0,1.03,1.2875,1.609375,1.36796875,455,455,0.8925,Kori Sparsholt,77
462,Lucky,Klainman,Female,24,1947-11-26,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4.0,0.96,0.96,0.96,0.816,455,455,0.8925,Lucky Klainman,70
463,Erasmus,Olenchenko,Male,56,1965-02-03,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7.0,0.86,1.075,1.075,0.91375,464,464,0.890625,Erasmus Olenchenko,52
464,Carita,Sand,Female,25,1977-03-20,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11.0,0.98,0.98,1.225,1.04125,464,464,0.890625,Carita Sand,40
465,Lynnett,Tipper,Female,22,1993-08-03,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10.0,0.91,1.1375,1.421875,1.421875,466,466,0.89,Lynnett Tipper,24
466,Thorn,Stigers,Male,42,1972-05-19,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8.0,1.06,1.06,1.06,0.901,466,466,0.89,Thorn Stigers,45
467,Lela,Billing,Female,38,1970-12-17,Programmer Analyst III,,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7.0,1.03,1.2875,1.2875,1.094375,468,468,0.88984375,Lela Billing,47
468,Norah,Mapis,Female,75,2000-12-09,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9.0,1.08,1.08,1.35,1.1475,468,468,0.88984375,Norah Mapis,17
469,Moina,Rosenbaum,Female,50,2001-08-04,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10.0,0.95,0.95,1.1875,1.009375,468,468,0.88984375,Moina Rosenbaum,16
470,Ceciley,Harg,Female,50,1990-10-19,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7.0,1.09,1.3625,1.3625,1.158125,471,471,0.8875,Ceciley Harg,27
471,Torry,de la Valette Parisot,Male,95,1967-03-14,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9.0,0.92,1.15,1.4375,1.221875,471,471,0.8875,Torry de la Valette Parisot,50
472,Sigismund,Sedger,Male,9,1999-11-29,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10.0,1.07,1.07,1.3375,1.3375,473,473,0.884,Sigismund Sedger,18
473,Irvine,Headon,Male,99,1956-04-21,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5.0,0.87,1.0875,1.359375,1.359375,473,473,0.884,Irvine Headon,61
474,Laurie,missing,Male,31,1979-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10.0,0.59,0.7375,0.921875,0.78359375,475,475,0.881875,Laurie missing,38
475,Tomkin,Bernlin,Male,7,2001-12-29,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3.0,0.44,0.55,0.55,0.55,475,475,0.881875,Tomkin Bernlin,16
476,Genni,Fanstone,Female,25,1972-07-29,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10.0,0.94,0.94,1.175,0.99875,475,475,0.881875,Genni Fanstone,45
477,Blondie,missing,Female,43,1995-10-03,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8.0,0.91,0.91,0.91,0.91,478,478,0.88,Blondie missing,22
478,Aloysius,Killingsworth,Male,89,1957-02-14,VP Quality Control,,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9.0,1.02,1.02,1.275,1.08375,478,478,0.88,Aloysius Killingsworth,60
479,Carola,Philler,Female,73,1951-04-30,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7.0,0.41,0.41,0.41,0.41,478,478,0.88,Carola Philler,66
480,Fitzgerald,Hellikes,Male,25,1979-07-28,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7.0,0.68,0.85,0.85,0.7225,478,478,0.88,Fitzgerald Hellikes,38
481,Ingmar,Okenden,Male,97,1959-03-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2.0,0.94,1.175,1.46875,1.2484375,478,478,0.88,Ingmar Okenden,58
482,Tina,Dunstan,Female,13,1939-03-06,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7.0,0.45,0.45,0.45,0.45,483,483,0.8765625,Tina Dunstan,78
483,Huberto,Mollatt,Male,82,1961-08-27,Programmer IV,,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7.0,1.05,1.3125,1.640625,1.39453125,483,483,0.8765625,Huberto Mollatt,56
484,Georgi,missing,Male,29,1970-01-14,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4.0,0.9,0.9,0.9,0.9,485,485,0.8755,Georgi missing,47
485,Adolpho,Bellerby,Male,46,1944-10-25,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4.0,0.61,0.7625,0.7625,0.7625,486,486,0.875,Adolpho Bellerby,73
486,Kelsey,Hatt,Female,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6.0,0.47,0.47,0.47,0.47,486,486,0.875,Kelsey Hatt,51
487,Lucien,missing,Male,83,1966-09-14,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3.0,0.42,0.525,0.65625,0.65625,486,486,0.875,Lucien missing,51
488,Ariel,McCloid,Male,4,1994-03-13,Human Resources Manager,,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1.0,0.57,0.7125,0.7125,0.7125,486,486,0.875,Ariel McCloid,23
489,Bevvy,Openshaw,Female,68,1975-06-15,Staff Scientist,,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3.0,0.7,0.875,0.875,0.875,486,486,0.875,Bevvy Openshaw,42
490,Alexina,Mabley,Female,72,1975-10-12,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9.0,0.84,1.05,1.3125,1.115625,486,486,0.875,Alexina Mabley,42
